,red_fighter_name,blue_fighter_name,method,round,time,bout_type,bonus,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes,who_wins,red_fighter_sig_str_landed,blue_fighter_sig_str_landed,red_fighter_total_str_landed,blue_fighter_total_str_landed,red_fighter_TD_landed,red_fighter_TD_attempted,blue_fighter_TD_landed,blue_fighter_TD_attempted,red_fighter_sig_str_body_landed,blue_fighter_sig_str_body_landed,red_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_landed,red_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_landed,red_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_landed,red_fighter_age,blue_fighter_age,blue_fighter_stats_missing,red_fighter_stats_missing
50,565,108,3,3,300,7,0,0,0,66.0,57.0,0.0,10.0,0,0,0,0,347.0,366,89.0,66,8.0,13.0,1.0,20.0,64.0,66.0,12,20,22,13.0,12.0,4.0,0.0,190.5,83.91,4.55,53.0,3.76,58.0,1.09,31.0,72.0,1.7,23.0,5.0,0.0,187.96,3.87,54.0,3.6,46.0,1.36,47.0,58.0,1.7,1,57.0,30.0,79.0,56.0,0,0,1.0,10,5,4,1.0,6.0,7,6,13,4.0,29.0,29.0,0,0
51,777,405,2,3,300,2,0,0,0,60.0,43.0,0.0,50.0,0,0,0,0,232.0,400,37.0,31,41.0,17.0,20.0,51.0,69.0,79.0,30,6,0,13.0,13.0,2.0,0.0,182.88,65.77,2.62,46.0,1.49,71.5,1.06,60.0,81.0,0.7,16.0,3.0,0.0,172.72,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8,1,43.0,29.0,69.0,57.0,0,3,2.5,6,18,5,9.0,15.0,13,2,0,4.0,27.0,29.0,0,0
52,426,119,4,2,227,28,3,0,0,59.0,57.0,0.0,0.0,0,0,0,0,12.0,211,53.0,81,17.0,17.0,29.0,1.0,79.0,82.0,20,17,0,0.0,9.0,2.0,0.0,187.96,77.11,6.02,50.0,6.8149999999999995,35.5,3.11,87.5,12.5,2.0,11.0,2.0,0.0,185.42,4.52,54.0,3.73,42.0,0.94,25.0,45.0,0.6,0,58.0,97.0,63.0,118.0,0,2,0.0,3,10,17,17.0,1.0,12,15,0,0.0,31.0,30.0,0,0
53,559,293,4,2,27,2,3,0,0,67.0,28.0,100.0,25.0,0,0,0,0,132.0,67,78.0,63,5.0,27.0,15.0,9.0,52.0,81.0,10,18,36,0.0,19.0,9.0,0.0,172.72,65.77,6.75,53.0,2.34,71.5,0.0,0.0,12.5,0.0,17.0,6.0,0.0,180.34,3.52,51.0,6.88,39.0,4.55625,40.0,5.0,1.7499999999999998,1,19.0,11.0,28.0,17.0,2,2,1.0,4,1,3,3.0,1.0,2,2,7,0.0,29.0,34.0,0,0
54,247,580,4,3,179,6,3,0,0,61.0,27.0,100.0,33.0,0,0,0,0,283.0,167,75.0,43,18.0,43.0,5.0,12.0,77.0,56.0,12,35,10,0.0,14.0,4.0,0.0,185.42,70.31,2.82,47.0,2.01,65.0,0.97,23.0,75.0,0.0,11.0,4.0,0.0,175.26,3.71,42.0,3.57,59.0,2.59,40.0,42.0,0.9,1,58.0,16.0,69.0,25.0,4,4,1.0,3,11,7,3.0,2.0,7,7,6,0.0,27.0,34.0,0,0
55,300,345,2,3,300,5,0,0,0,37.0,56.0,25.0,50.0,0,0,0,0,119.0,319,53.0,74,20.0,17.0,26.0,7.0,84.0,84.0,13,12,2,2.0,17.0,9.0,0.0,185.42,92.99,4.63,43.0,3.29,48.0,4.68625,58.0,77.0,0.0,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,1,45.0,39.0,80.0,63.0,3,10,1.0,2,9,7,12.0,3.0,6,5,1,1.0,31.0,32.94502369668246,1,0
56,593,194,3,3,300,5,0,0,0,60.0,24.0,28.0,0.0,0,0,0,0,182.0,9,48.0,62,21.0,17.0,30.0,20.0,86.0,86.0,13,13,0,0.0,6.0,0.0,0.0,177.19260869565218,92.99,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,15.0,5.0,0.0,193.04,3.49,43.0,3.89,51.0,1.9,50.0,77.0,0.2,1,90.0,29.0,97.0,36.0,2,7,0.0,1,19,5,23.5,6.0,12,4,0,0.0,33.566162570888466,31.0,0,0
57,467,725,3,3,300,6,0,0,0,47.0,40.0,66.0,0.0,0,0,0,0,527.5,43,48.0,41,33.0,41.0,17.0,16.0,62.0,79.0,20,16,17,4.0,20.0,4.0,0.0,170.18,70.31,3.49,54.0,3.53,53.0,1.52,45.0,83.0,0.0,12.0,5.0,0.0,187.96,3.05,44.0,3.12,52.0,1.39,29.0,52.0,0.9,1,45.0,24.0,107.0,58.0,2,3,0.0,3,15,10,8.0,4.0,9,4,8,1.0,29.0,30.0,0,0
58,719,836,3,3,300,0,0,0,0,46.0,27.0,0.0,33.0,0,0,0,0,10.0,182,67.0,64,25.0,25.0,7.0,10.0,85.0,87.0,14,12,0,0.0,19.0,3.0,0.0,167.64,61.23,4.18,47.0,2.27,62.0,0.45,40.0,81.0,0.5,11.0,7.0,0.0,175.26,4.17,37.0,4.24,53.0,0.14,25.0,64.0,0.0,1,94.0,39.0,99.0,49.0,0,1,2.0,6,24,10,7.0,4.0,14,5,0,0.0,32.0,34.0,0,0
59,8,218,5,1,232,29,0,0,0,58.0,41.0,50.0,100.0,0,0,0,0,102.0,39,71.0,80,0.0,20.0,28.0,0.0,42.0,80.0,14,0,42,20.0,9.0,2.0,0.0,165.1,61.23,2.96,55.0,1.18,57.0,4.68625,50.0,75.0,0.0,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,1,7.0,5.0,22.0,12.0,2,4,1.0,1,0,1,2.0,0.0,1,0,3,1.0,30.0,32.94502369668246,1,0
60,182,829,3,3,300,3,0,0,0,51.0,40.0,0.0,0.0,0,0,0,0,69.0,0,50.0,39,26.0,39.0,22.0,21.0,91.0,100.0,0,0,8,0.0,16.0,6.0,0.0,167.64,56.7,3.8,53.0,5.32,55.0,4.07,31.0,91.0,1.6,12.0,3.0,0.0,172.72,5.0,57.0,3.99,53.0,2.12,25.0,63.0,0.0,1,67.0,71.0,78.0,76.0,0,0,0.0,1,18,28,15.0,15.0,0,0,6,0.0,36.0,34.0,0,0
61,584,352,2,3,300,29,0,0,0,47.0,35.0,11.0,0.0,0,0,0,0,236.0,69,27.0,51,31.0,22.0,40.0,25.0,75.0,88.0,24,11,0,0.0,7.0,1.0,0.0,170.18,61.23,2.67,51.0,1.2,57.0,0.0,0.0,37.0,0.0,6.0,1.0,0.0,172.72,7.9399999999999995,57.0,2.6,72.625,0.0,0.0,100.0,0.0,0,54.0,54.0,80.0,87.0,1,9,0.0,0,17,12,22.0,14.0,13,6,0,0.0,35.0,27.0,0,0
62,91,161,5,1,214,6,3,0,0,56.0,40.0,66.0,0.0,0,0,0,0,71.0,0,89.0,70,10.0,10.0,0.0,20.0,75.0,100.0,21,0,3,0.0,8.0,1.0,0.0,177.8,70.31,7.450000000000001,53.0,4.34,62.0,0.0,0.0,12.5,0.0,11.0,1.0,0.0,177.8,5.08,46.0,3.74,49.0,3.63,39.0,100.0,0.0,0,28.0,10.0,29.0,12.0,2,3,0.0,1,3,1,0.0,2.0,6,0,1,0.0,29.0,31.0,0,0
63,672,594,3,5,300,12,1,0,0,52.0,50.0,0.0,40.0,0,0,0,0,0.0,413,46.0,67,48.0,4.0,4.0,28.0,95.0,35.0,0,9,4,27.5,17.0,1.0,0.0,180.34,61.23,7.25,61.0,3.51,61.0,0.43,42.0,62.0,0.4,16.0,4.0,0.0,167.64,4.46,41.0,2.41,56.0,4.55625,36.0,78.0,0.3,0,47.0,82.0,49.0,182.5,0,0,2.5,10,23,4,2.0,23.0,0,8,2,8.125,30.0,34.0,0,0
64,26,822,3,5,300,26,1,0,0,18.0,56.0,25.0,66.0,0,0,0,0,49.0,413,44.0,84,16.0,6.0,38.0,8.0,88.0,86.0,5,4,5,8.0,16.0,3.0,0.0,165.1,56.7,4.67,43.0,3.95,58.0,0.41,45.0,59.0,0.6,23.0,4.0,0.0,165.1,3.28,52.0,2.11,62.0,2.56,63.0,71.0,0.4,0,18.0,45.0,153.0,182.5,1,4,2.5,10,3,3,7.0,4.0,1,2,1,4.0,31.0,36.0,0,0
65,101,240,3,3,300,2,0,0,0,32.0,51.0,0.0,100.0,0,0,0,0,6.0,165,82.0,70,6.0,12.0,11.0,16.0,96.0,70.0,1,5,1,23.0,15.0,3.0,0.0,172.72,65.77,4.19,38.0,6.66,49.0,0.95,23.0,56.0,1.2,23.0,6.0,0.0,180.34,2.47,53.0,4.91,37.0,0.0,0.0,42.0,1.7499999999999998,0,63.0,106.0,69.0,113.0,0,2,1.0,1,4,13,7.0,18.0,1,6,1,8.125,33.0,30.0,0,0
66,187,273,2,3,300,6,2,0,0,39.0,45.0,0.0,0.0,0,0,0,0,15.0,0,68.0,66,27.0,20.0,4.0,13.0,96.0,98.0,3,1,0,0.0,14.0,1.0,0.0,185.42,70.31,5.26,39.0,4.79,53.0,0.28,33.0,94.0,0.3,12.0,1.0,0.0,177.8,6.16,52.0,3.4,52.0,0.95,66.0,60.0,0.5,0,121.0,137.375,121.0,156.0,0,1,0.0,0,33,32,5.0,21.0,4,2,0,0.0,25.0,28.0,0,0
67,652,659,3,3,300,3,0,0,0,50.0,54.0,50.0,33.0,0,0,0,0,527.5,67,82.0,75,2.0,10.0,14.0,13.0,28.0,59.0,0,0,50,27.5,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,12.0,6.0,0.0,170.18,3.74,39.0,4.41,45.0,1.37,27.0,68.0,0.3,1,35.0,37.0,68.0,55.0,1,2,1.0,3,1,4,5.0,5.0,0,0,15,8.125,33.566162570888466,33.0,0,1
68,301,656,3,3,300,29,0,0,0,37.0,51.0,0.0,0.0,0,0,0,0,5.0,0,68.0,55,17.0,21.0,14.0,22.0,97.0,98.0,2,1,0,0.0,14.0,7.0,0.0,175.26,61.23,4.86,39.0,5.71,59.0,0.17,50.0,75.0,0.3,10.0,2.0,0.0,170.18,3.41,49.0,1.99,66.0,1.39,64.0,72.0,0.0,0,69.0,137.375,69.0,159.0,0,0,0.0,5,12,32,10.0,23.5,2,3,0,0.0,36.0,34.0,0,0
69,486,330,4,1,242,6,3,0,0,46.0,53.0,0.0,0.0,0,0,0,0,20.0,38,45.0,80,50.0,9.0,5.0,9.0,60.0,35.0,35,12,0,27.5,14.0,2.0,0.0,177.8,70.31,7.450000000000001,58.0,3.76,56.0,0.0,0.0,100.0,0.0,14.0,5.0,0.0,190.5,6.97,46.0,4.36,57.0,0.0,0.0,85.0,0.4,0,20.0,31.0,20.0,36.0,0,0,0.0,0,10,3,1.0,3.0,8,4,0,8.125,29.0,27.0,0,0
70,785,481,5,1,182,32,3,0,0,47.0,60.0,0.0,0.0,0,0,0,0,0.0,15,51.0,57,22.0,28.0,25.0,14.0,82.0,76.0,14,19,2,4.0,10.0,1.0,0.0,160.02,52.16,6.26,41.0,4.87,54.0,0.0,0.0,100.0,0.0,13.0,4.0,0.0,160.02,0.10000000000000009,27.0,1.71,70.0,0.0,0.0,5.0,0.0,0,35.0,21.0,35.0,21.0,0,2,0.0,0,8,6,9.0,3.0,5,4,1,1.0,25.0,30.0,0,0
71,232,441,3,3,300,3,0,0,0,41.0,59.0,0.0,100.0,0,0,0,0,27.0,266,58.0,66,15.0,20.0,26.0,12.0,97.0,92.0,2,3,0,4.0,10.0,5.0,0.0,170.18,56.7,2.6,48.0,4.26,41.0,0.0,0.0,45.0,1.3,9.0,1.0,0.0,165.1,7.9399999999999995,51.0,5.93,63.0,1.0,33.0,87.0,0.0,0,79.0,118.0,87.0,182.5,0,2,2.5,3,12,24,21.0,15.0,2,4,0,5.0,28.0,23.0,0,0
72,628,68,3,3,300,0,0,0,0,43.0,40.0,42.0,0.0,0,0,0,0,452.0,0,51.0,54,17.0,45.0,31.0,0.0,65.0,100.0,0,0,34,0.0,8.0,1.0,0.0,175.26,61.23,1.28,44.0,1.52,46.0,3.57,33.0,12.5,1.8,25.0,10.0,0.0,170.18,5.31,50.0,5.56,50.0,1.64,46.0,58.0,0.0,1,41.0,22.0,98.0,80.0,3,7,0.0,0,7,10,13.0,0.0,0,0,14,0.0,23.5,31.0,0,0
73,271,741,3,5,300,28,0,0,0,48.0,59.0,16.0,41.0,0,0,0,0,163.0,413,53.0,74,40.0,9.0,6.0,16.0,68.0,90.0,31,8,0,0.0,22.0,6.0,0.0,177.8,77.11,3.36,48.0,3.34,54.0,1.95,35.0,47.0,0.5,16.0,1.0,0.0,177.8,3.77,53.0,3.55,61.0,3.29,57.0,87.0,1.2,0,47.0,130.0,76.0,182.5,1,6,2.5,10,19,12,3.0,21.0,15,11,0,1.0,38.0,32.0,0,0
74,346,637,3,3,300,31,2,0,0,35.0,56.0,0.0,0.0,0,0,0,0,131.0,49,66.0,57,26.0,32.0,8.0,10.0,96.0,90.0,4,7,0,1.0,25.0,12.0,0.0,154.94,52.16,6.67,50.0,5.36,54.0,2.45,54.0,72.0,0.4,16.0,5.0,0.0,162.56,5.2,48.0,2.23,65.0,0.68,33.0,92.0,0.0,0,50.0,117.0,62.0,119.0,0,1,0.0,1,13,32,4.0,12.0,2,9,0,2.0,33.0,27.0,0,0
75,704,500,4,1,239,2,3,0,0,59.0,50.0,0.0,0.0,0,0,0,0,96.0,133,90.0,0,4.0,0.0,4.0,57.5,12.5,100.0,0,0,50,0.0,14.0,5.0,0.0,182.88,70.31,4.85,56.0,2.61,46.0,1.51,44.0,94.0,0.4,15.0,5.0,0.0,180.34,3.46,44.0,4.56,52.0,1.15,20.0,73.0,0.7,1,22.0,1.0,39.0,31.0,0,0,0.0,0,1,0,1.0,1.0,0,0,15,0.0,32.0,33.0,0,0
76,513,177,5,2,29,0,3,0,0,48.0,43.0,0.0,0.0,0,0,0,0,0.0,10,80.0,91,7.0,8.0,12.0,0.0,95.0,100.0,5,0,0,0.0,16.0,7.0,0.0,172.72,56.7,4.24,39.0,4.46,55.0,0.63,44.0,46.0,1.1,16.0,4.0,0.0,170.18,3.13,49.0,2.94,52.0,4.55625,50.0,80.0,0.4,0,40.0,34.0,40.0,37.0,0,1,0.0,0,3,3,5.0,0.0,2,0,0,0.0,35.0,33.0,0,0
77,743,855,3,3,300,6,0,0,0,51.0,63.0,0.0,50.0,0,0,0,0,30.0,413,52.0,61,32.0,21.0,14.0,16.0,87.0,45.0,12,35,0,11.0,9.0,1.0,0.0,175.26,70.31,5.09,56.0,4.37,44.0,1.76,50.0,51.0,0.0,7.0,1.0,0.0,175.26,3.08,42.0,5.35,59.0,0.92,50.0,50.0,0.0,0,55.0,42.0,63.0,85.0,0,1,2.5,10,18,9,8.0,7.0,7,15,0,5.0,30.0,29.0,0,0
78,653,164,6,2,254,6,0,0,0,55.0,64.0,0.0,0.0,0,0,0,0,12.0,0,53.0,52,24.0,11.0,22.0,35.0,87.0,91.0,12,8,0,0.0,24.0,5.0,0.0,175.26,70.31,5.6,50.0,6.36,45.0,2.56,62.0,87.0,0.0,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,0,49.0,68.0,49.0,73.0,0,0,0.0,1,12,8,11.0,23.5,6,6,0,0.0,24.0,32.94502369668246,1,0
79,303,109,5,2,259,2,0,0,0,73.0,42.0,100.0,0.0,0,0,0,0,527.5,0,100.0,66,0.0,33.0,0.0,0.0,12.5,66.0,0,0,50,27.5,6.0,0.0,0.0,170.18,65.77,7.29,66.0,0.5350000000000006,71.0,3.13,87.5,12.5,0.0,8.0,2.0,0.0,175.26,3.0,67.0,7.385000000000002,33.0,0.0,0.0,5.0,0.0,1,41.0,3.0,102.0,22.0,2,2,0.0,0,0,1,0.0,0.0,0,0,15,1.0,28.0,29.0,0,0
80,251,51,3,3,300,3,0,0,0,50.0,48.0,0.0,100.0,0,0,0,0,41.0,413,36.0,27,36.0,33.0,26.0,38.0,86.0,77.0,13,22,0,0.0,7.0,1.0,0.0,170.18,56.7,6.6,32.0,6.8149999999999995,38.0,0.0,0.0,12.5,0.0,7.0,0.0,0.0,170.18,4.07,66.0,1.67,67.0,1.0,93.5,100.0,0.0,0,38.0,18.0,69.0,43.0,0,8,2.0,2,14,6,10.0,7.0,5,4,0,0.0,24.0,25.0,0,0
81,786,294,3,3,300,2,0,0,0,44.0,67.0,0.0,100.0,0,0,0,0,4.0,395,63.0,59,19.0,22.0,17.0,18.0,97.0,69.0,0,6,2,23.0,24.0,4.0,0.0,170.18,65.77,2.74,42.0,2.15,51.0,4.68625,34.0,61.0,1.2,10.0,2.0,0.0,175.26,4.46,55.0,6.03,44.0,4.34,46.0,66.0,1.2,0,41.0,76.0,96.0,110.0,0,4,2.0,2,8,17,7.0,14.0,0,5,1,8.125,28.0,28.0,0,0
82,331,824,5,1,208,32,0,0,0,66.0,33.0,100.0,0.0,0,0,0,0,185.0,0,50.0,0,50.0,53.5,0.0,0.0,50.0,100.0,0,0,50,0.0,7.0,1.0,0.0,160.02,52.16,3.42,52.0,1.81,62.0,1.57,23.0,12.5,2.0,10.0,5.0,0.0,157.48,3.44,43.0,5.06,43.0,0.49,13.0,30.0,0.7,1,2.0,2.0,12.0,3.0,1,1,0.0,0,1,2,0.0,0.0,0,0,1,0.0,29.0,36.0,0,0
83,48,257,3,3,300,7,0,0,0,50.0,32.0,60.0,0.0,0,0,0,0,527.5,0,69.0,82,21.0,17.0,8.0,0.0,73.0,76.0,4,23,21,0.0,10.0,3.0,0.0,182.88,83.91,3.61,51.0,3.03,51.0,4.48,54.0,71.0,2.0,7.0,2.0,0.0,182.88,1.47,66.0,0.73,52.0,2.0,28.0,100.0,1.0,1,23.0,17.0,78.0,23.0,3,5,0.0,0,5,3,2.0,0.0,1,4,5,0.0,33.0,25.0,0,0
84,799,642,5,2,74,2,0,0,0,60.0,70.0,0.0,66.0,0,0,0,0,111.0,190,83.0,92,16.0,0.0,0.0,7.0,33.0,42.0,35,0,0,27.5,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,0,6.0,14.0,12.0,40.0,0,0,2.5,6,1,0,0.0,1.0,4,0,0,8.0,33.566162570888466,32.94502369668246,1,1
85,332,121,3,5,300,7,2,0,0,32.0,60.0,0.0,0.0,0,0,0,0,0.0,119,68.0,69,13.0,16.0,18.0,13.0,98.0,84.0,1,1,0,14.0,17.0,6.0,0.0,180.34,83.91,4.68,52.0,4.13,59.0,0.44,42.0,63.0,0.0,15.0,1.0,0.0,177.8,2.73,58.0,1.98,60.0,2.16,63.0,57.0,0.5,0,83.0,137.375,83.0,156.0,0,0,0.0,1,11,26,15.0,21.0,1,2,0,8.125,40.0,32.0,0,0
86,55,773,3,3,300,32,0,0,0,51.0,42.0,0.0,75.0,0,0,0,0,10.0,304,58.0,81,38.0,7.0,2.0,10.0,78.0,87.0,16,9,4,2.0,16.0,13.0,0.0,160.02,52.16,5.44,50.0,4.94,61.0,0.73,34.0,75.0,0.1,9.0,2.0,0.0,154.94,4.41,37.0,4.86,59.0,3.39,41.0,71.0,0.2,0,112.0,101.0,140.0,140.0,0,2,2.5,4,33,8,3.0,11.0,15,10,5,3.0,40.0,29.0,0,0
87,644,728,4,2,109,7,0,0,0,50.0,80.0,0.0,33.0,0,0,0,0,98.0,285,100.0,97,0.0,2.0,0.0,0.0,100.0,28.5,0,0,0,27.5,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,0,1.0,42.0,5.0,63.0,0,1,1.0,3,0,1,0.0,0.0,0,0,0,8.125,33.566162570888466,32.94502369668246,1,1
88,406,541,4,2,90,2,0,0,0,42.0,46.0,0.0,0.0,0,0,0,0,93.0,2,83.0,48,8.0,29.0,8.0,22.0,91.0,87.0,8,3,0,9.0,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,0,12.0,31.0,19.0,32.0,0,0,0.0,0,1,9,1.0,7.0,1,1,0,3.0,33.566162570888466,32.94502369668246,1,1
89,573,598,4,1,279,28,3,0,0,45.0,83.0,0.0,0.0,0,0,0,0,125.0,76,20.0,88,40.0,0.0,40.0,11.0,60.0,28.5,20,0,20,27.5,28.0,12.0,0.0,190.5,77.11,3.45,46.0,2.4,53.0,2.22,40.0,55.0,0.3,16.0,0.0,0.0,182.88,5.28,46.0,3.6,52.0,1.24,41.0,91.0,0.0,0,5.0,34.0,13.0,39.0,0,2,0.0,0,2,0,2.0,4.0,1,0,1,8.125,37.0,25.0,0,0
90,233,303,5,2,252,7,3,0,0,42.0,47.0,0.0,16.0,0,0,0,0,141.0,21,64.0,52,33.0,28.0,2.0,19.0,54.0,95.0,10,4,35,0.0,12.0,4.0,0.0,187.96,83.91,3.46,51.0,4.13,43.0,2.17,39.0,63.0,0.6,30.0,13.0,0.0,185.42,3.3,44.0,3.5,53.0,2.01,37.0,34.0,1.5,0,48.0,21.0,48.0,31.0,0,0,1.0,6,16,6,1.0,4.0,5,1,15,0.0,27.0,37.0,0,0
91,203,285,2,3,300,6,0,0,0,45.0,38.0,0.0,16.0,0,0,0,0,8.0,326,69.0,92,21.0,3.0,9.0,3.0,98.0,92.0,1,5,0,1.0,8.0,4.0,0.0,175.26,65.77,3.3,43.0,4.93,40.0,0.98,30.0,73.0,0.3,7.0,2.0,0.0,175.26,3.66,33.0,4.07,53.0,3.29,50.0,5.0,0.7,0,66.0,57.0,76.0,82.0,0,1,1.0,6,14,2,6.0,2.0,1,3,0,1.0,27.0,25.0,0,0
92,792,431,3,3,300,7,0,0,0,58.0,43.0,55.0,50.0,0,0,0,0,357.0,72,56.0,62,26.0,15.0,17.0,21.0,76.0,93.0,2,3,21,3.0,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,1,75.0,32.0,101.0,53.0,5,9,1.0,2,20,5,13.0,7.0,2,1,15,1.0,33.566162570888466,32.94502369668246,1,1
93,756,365,2,3,300,6,0,0,0,41.0,37.0,0.0,0.0,0,0,0,0,3.0,5,51.0,43,31.0,29.0,17.0,27.0,95.0,97.0,3,1,1,1.0,7.0,3.0,0.0,180.34,70.31,5.82,58.0,4.07,56.0,0.0,0.0,36.0,0.0,14.0,2.0,0.0,182.88,4.93,54.0,1.93,72.625,0.0,0.0,71.0,0.0,1,96.0,93.0,97.0,97.0,0,1,0.0,0,30,27,17.0,23.5,3,1,1,1.0,33.0,25.0,0,0
94,317,443,2,3,300,29,0,0,0,53.0,33.0,0.0,0.0,0,0,0,0,0.0,8,53.0,63,12.0,21.0,34.0,15.0,100.0,96.0,0,0,0,3.0,6.0,1.0,0.0,172.72,61.23,7.450000000000001,57.0,2.6,71.5,0.0,0.0,100.0,0.0,10.0,1.0,0.0,157.48,7.22,44.0,5.85,52.0,0.0,0.0,70.0,0.0,1,91.0,52.0,91.0,52.0,0,0,0.0,0,11,11,23.5,8.0,0,0,0,2.0,27.0,31.0,0,0
95,773,834,4,1,62,31,0,0,0,38.0,11.0,0.0,0.0,0,0,0,0,2.0,0,40.0,0,10.0,0.0,50.0,57.5,100.0,100.0,0,0,0,0.0,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,9.0,6.0,0.0,165.1,3.27,39.0,4.7,46.0,1.6,27.0,71.0,0.0,1,10.0,1.0,10.0,1.0,0,0,0.0,0,1,0,5.0,1.0,0,0,0,0.0,33.566162570888466,34.0,0,1
96,223,343,5,4,218,22,1,0,0,45.0,47.0,44.0,0.0,0,0,0,0,219.0,9,67.0,64,7.0,26.0,24.0,8.0,88.0,94.0,8,4,2,1.0,20.0,2.0,0.0,185.42,83.91,6.95,55.0,3.79,53.0,2.72,50.0,40.0,1.1,24.0,3.0,0.0,193.04,3.93,48.0,3.11,56.0,0.05,14.0,77.0,0.1,1,90.0,97.0,99.0,105.0,4,9,0.0,1,7,26,22.0,8.0,8,4,2,1.0,31.0,35.0,0,0
97,408,767,4,1,244,3,3,0,0,35.0,31.0,0.0,0.0,0,0,0,0,8.0,0,61.0,88,27.0,0.0,11.0,11.0,83.0,100.0,0,0,16,0.0,24.0,11.0,0.0,162.56,56.7,4.57,39.0,3.24,65.0,0.63,33.0,88.0,0.0,11.0,1.0,0.0,172.72,4.27,48.0,3.57,49.0,2.0,33.0,77.0,1.0,1,18.0,9.0,18.0,9.0,0,0,0.0,0,5,0,2.0,1.0,0,0,3,0.0,31.0,29.0,0,0
98,508,202,2,3,300,6,2,0,0,49.0,45.0,33.0,0.0,0,0,0,0,299.0,88,87.0,63,9.0,36.0,3.0,0.0,67.0,67.0,3,6,29,26.0,23.0,2.0,0.0,177.8,70.31,2.97,50.0,3.17,60.0,4.36,30.0,90.0,0.2,23.0,12.0,0.0,182.88,5.08,48.0,4.76,51.0,0.79,34.0,80.0,0.4,0,64.0,65.0,88.0,82.0,5,10,0.0,0,6,24,2.0,0.0,2,4,15,8.125,34.0,34.0,0,0
99,712,356,2,3,300,4,0,0,0,29.0,49.0,0.0,0.0,0,0,0,0,1.0,1,51.0,63,16.0,13.0,32.0,23.0,100.0,94.0,0,5,0,0.0,15.0,6.0,0.0,187.96,117.92999999999999,3.98,49.0,4.98,43.0,0.0,0.0,54.0,0.0,13.0,5.0,0.0,187.96,2.81,45.0,3.15,45.0,0.0,0.0,73.0,0.0,0,37.0,91.0,37.0,92.0,0,0,0.0,0,6,12,12.0,21.0,0,5,0,0.0,31.0,36.0,0,0
